time,buyer,seller,price,size,currency,symbol,sector,bid,ask
00:42.5,l.lee@moma.com,a.clare@sorrel.com,673.74,15487,GBX,HSBA.L,Financial,670.41,674.58
00:42.5,locke@rochdaleassets.com,u.abduallatif@janestreetcap.com,665.82,44000,GBX,HSBA.L,Financial,665.82,665.82
00:42.6,a.smith@fenchurchst.com,s.hedgewick@janestreetcap.com,339.69,17819,GBX,MKS.L,Consumer Goods,339.69,341.93
00:42.7,k.c.cooper@aspectcapital.com,carlee.c@invensys.com,620.09,18060,GBX,BA.L,Industrial Goods,620.09,620.09
00:42.8,j.amstell@bridgewater.com,zach@invensys.com,2058.88,12379,GBX,PSN.L,Industrial Goods,2058.88,2058.88
00:42.8,t.barton@knightcapital.com,manimal@jlb.com,727.52,18503,GBX,ANTO.L,Basic Materials,726.62,730.91
00:43.0,thistle@janestreetcap.com,m.hen@aspectcapital.com,1790.7,34287,GBX,MNDI.L,Consumer Goods,1786.71,1790.7
00:43.0,s.chapman@jlb.com,n.ainsworth@vinvest.com,4266.37,13227,GBX,CCL.L,Consumer Goods,4266.37,4266.37
00:43.1,s.benson@bridgewater.com,w.tuffnell@janestreetcap.com,933.72,21844,GBX,BAB.L,Industrial Goods,933.72,937.71
00:43.1,w.tuffnell@janestreetcap.com,m.harding@vinvest.com,1974.71,18530,GBX,WPP.L,Services,1970.39,1974.71
00:43.2,k.c.cooper@aspectcapital.com,w.tuffnell@janestreetcap.com,1528.66,26251,GBX,BRBY.L,Consumer Goods,1528.66,1528.83
00:43.5,thistle@janestreetcap.com,sam.goldwing@sorrel.com,2196.53,21878,GBX,DGE.L,Consumer Goods,2192.47,2196.53
00:43.6,j.newbury@citadel.com,carlee.c@invensys.com,1158.06,9237,GBX,TUI.L,Other,1154.19,1158.06
00:43.6,a.m.forex@fenchurchst.com,j.newbury@citadel.com,1645.95,20265,GBX,PRU.L,Financial,1645.95,1645.95
00:43.7,m.grein@tibratrading.com,s.benson@bridgewater.com,689.8,18741,GBX,SGE.L,Technology,689.33,689.8
00:43.9,m.grein@tibratrading.com,l.lee@moma.com,2243.72,17851,GBX,SVT.L,Utilities,2239.61,2243.72
00:43.9,a.j.johnson@johnsonandfinnemore.com,rudyard.smithies@citadel.com,1827.71,29989,GBX,CCH.L,Consumer Goods,1824.74,1827.71
00:44.1,s.hedgewick@janestreetcap.com,u.abduallatif@janestreetcap.com,703.49,38849,GBX,STAN.L,Financial,703.49,705.82
00:44.2,s.chapman@jlb.com,rudyard.smithies@citadel.com,2180.6,19447,GBX,SKG.L,Industrial Goods,2180.6,2180.6
00:44.3,manimal@jlb.com,d.bristol@moma.com,2955.03,27341,GBX,LSE.L,Financial,2951.13,2955.03
00:44.3,w.hastings@bridgewater.com,w.cromwell@aspectcapital.com,710.07,29446,GBX,STAN.L,Financial,705.94,710.07
00:44.4,j.amstell@bridgewater.com,m.atherton@scottishwidows.com,1504.83,13665,GBX,SMIN.L,Industrial Goods,1504.83,1507.5
00:44.4,n.a.choudhury@oxam.org,t.barton@knightcapital.com,1759.39,30076,GBX,ADM.L,Financial,1759.39,1759.39
00:44.4,n.ainsworth@vinvest.com,manimal@jlb.com,2266.75,19668,GBX,RDSA.L,Basic Materials,2266.75,2266.75
00:44.5,larabourne@rochdaleassets.com,warford.benson@tibratrading.com,347.5,25526,GBX,DC.L,Consumer Goods,347.49,351.76
00:44.6,m.corrigan@jlb.com,tabby.dowd@janestreetcap.com,4107.74,31509,GBX,NXT.L,Consumer Goods,4106.95,4107.74
00:44.7,m.hen@aspectcapital.com,a.smith@fenchurchst.com,3775.46,24453,GBX,IHG.L,Services,3771.2,3775.46
00:44.8,n.ainsworth@vinvest.com,u.abduallatif@janestreetcap.com,232.28,20157,GBX,CNA.L,Utilities,228.62,232.28
00:45.1,a.m.forex@fenchurchst.com,s.withers@oxam.org,584.37,28512,GBX,RSA.L,Financial,580.11,584.37
00:45.1,t.barton@knightcapital.com,w.cromwell@aspectcapital.com,1589.03,17189,GBX,SSE.L,Utilities,1584.66,1589.03
00:45.3,a.smith@fenchurchst.com,n.a.choudhury@oxam.org,8746.29,18156,GBX,PPB.L,Other,8746.29,8746.29
00:45.5,sam.goldwing@sorrel.com,locke@rochdaleassets.com,3316.02,39276,GBX,CRDA.L,Industrial Goods,3316.02,3319.85
00:45.5,a.clare@sorrel.com,a.braxton@vinvest.com,513.39,31917,GBX,BDEV.L,Industrial Goods,511.66,515.74
00:45.6,m.grein@tibratrading.com,k.c.cooper@aspectcapital.com,2155.01,17856,GBX,DGE.L,Consumer Goods,2155.01,2158.97
00:45.6,n.a.choudhury@oxam.org,carlee.c@invensys.com,1797.44,21632,GBX,ADM.L,Financial,1797.44,1797.44
00:45.8,m.grein@tibratrading.com,j.amstell@bridgewater.com,227.21,17784,GBX,CNA.L,Utilities,224.64,228.72
00:45.8,m.atherton@scottishwidows.com,a.clare@sorrel.com,251.77,13606,GBX,LGEN.L,Financial,248.91,251.77
00:45.9,thistle@janestreetcap.com,m.hen@aspectcapital.com,957.89,18652,GBX,BAB.L,Industrial Goods,955.92,957.89
00:45.9,warford.benson@tibratrading.com,w.cromwell@aspectcapital.com,2334.83,12744,GBX,RDSB.L,Basic Materials,2334.83,2334.83
00:46.0,l.lee@moma.com,m.harding@vinvest.com,2163.73,31238,GBX,BNZL.L,Services,2163.73,2163.73
00:46.0,n.a.choudhury@oxam.org,s.benson@bridgewater.com,1039.46,14027,GBX,LAND.L,Financial,1039.43,1039.46
00:46.0,a.afzal@rochdaleassets.com,a.smith@fenchurchst.com,2873.63,14168,GBX,CRH.L,Industrial Goods,2869.72,2873.63
00:46.2,j.amstell@bridgewater.com,locke@rochdaleassets.com,1003.63,17207,GBX,SKY.L,Other,1003.63,1003.63
00:46.3,zach@invensys.com,w.hastings@bridgewater.com,1453.57,13282,GBX,CPG.L,Services,1453.57,1457.56
00:46.5,m.atherton@scottishwidows.com,j.amstell@bridgewater.com,518.17,11707,GBX,BP.L,Basic Materials,517.07,520.87
00:46.6,l.lee@moma.com,a.braxton@vinvest.com,253.35,25700,GBX,SBRY.L,Consumer Goods,253.35,257.27
00:46.9,w.hastings@bridgewater.com,m.corrigan@jlb.com,807.71,39124,GBX,MDC.L,Healthcare,803.84,807.71
00:46.9,t.barton@knightcapital.com,w.tuffnell@janestreetcap.com,936.25,37739,GBX,NG.L,Utilities,936.25,940.42
00:47.3,n.ainsworth@vinvest.com,tabby.dowd@janestreetcap.com,8850.57,16307,GBX,PPB.L,Other,8846.39,8850.57
00:47.3,u.farooq@tibratrading.com,p.greyling@fenchurchst.com,498.61,16088,GBX,BDEV.L,Industrial Goods,498.61,502.59
00:47.8,d.bristol@moma.com,p.greyling@fenchurchst.com,287.49,42686,GBX,WPG.L,Services,287.49,287.49
00:48.0,locke@rochdaleassets.com,manimal@jlb.com,345.68,30220,GBX,DLG.L,Financial,345.51,349.38
00:48.1,j.amstell@bridgewater.com,manimal@jlb.com,1011.71,12321,GBX,SKY.L,Other,1009.1,1011.71
00:48.2,w.hastings@bridgewater.com,m.atherton@scottishwidows.com,279.28,21514,GBX,WPG.L,Services,279.28,281.74
00:48.3,s.hedgewick@janestreetcap.com,d.bristol@moma.com,619.97,29820,GBX,BLND.L,Financial,619.97,623.96
00:48.4,j.amstell@bridgewater.com,j.freeman@sorrel.com,1580.27,57863,GBX,EXPN.L,Services,1580.27,1582.81
00:48.5,a.braxton@vinvest.com,a.smith@fenchurchst.com,1315.62,18467,GBX,AAL.L,Basic Materials,1315.62,1319.43
00:48.5,j.amstell@bridgewater.com,s.chapman@jlb.com,1650.97,20490,GBX,PRU.L,Financial,1646.81,1650.97
00:48.6,zach@invensys.com,a.braxton@vinvest.com,2051,44694,GBX,PSN.L,Industrial Goods,2047.13,2051
00:48.6,s.withers@oxam.org,a.m.forex@fenchurchst.com,216.4,33458,GBX,OML.L,Financial,212.48,216.4
00:48.9,w.hastings@bridgewater.com,m.harding@vinvest.com,4526.85,32162,GBX,AZN.L,Healthcare,4526.85,4526.85
00:49.0,a.afzal@rochdaleassets.com,t.barton@knightcapital.com,2196.79,39951,GBX,DGE.L,Consumer Goods,2193.6,2196.79
00:49.0,w.tuffnell@janestreetcap.com,larabourne@rochdaleassets.com,777.4,27111,GBX,MDC.L,Healthcare,777.4,780.75
00:49.2,a.j.johnson@johnsonandfinnemore.com,larabourne@rochdaleassets.com,510.36,42944,GBX,BDEV.L,Industrial Goods,510.36,513.86
00:49.3,a.braxton@vinvest.com,a.clare@sorrel.com,6844.88,35619,GBX,RB.L,Consumer Goods,6844.88,6844.88
00:49.4,w.hastings@bridgewater.com,t.barton@knightcapital.com,3375.08,34908,GBX,RIO.L,Basic Materials,3375.08,3376.57
00:49.5,m.harding@vinvest.com,u.farooq@tibratrading.com,3548,17509,GBX,ITRK.L,Services,3547.78,3551.83
00:49.6,a.clare@sorrel.com,j.freeman@sorrel.com,1611.03,18946,GBX,PRU.L,Financial,1606.93,1611.03
00:49.6,m.grein@tibratrading.com,warford.benson@tibratrading.com,624.99,32262,GBX,BA.L,Industrial Goods,623.49,624.99
00:49.7,thistle@janestreetcap.com,manimal@jlb.com,2196.54,8366,GBX,SVT.L,Utilities,2196.54,2196.54
00:49.7,locke@rochdaleassets.com,s.benson@bridgewater.com,2248.32,26990,GBX,RDSA.L,Basic Materials,2248.32,2248.32
00:49.8,s.withers@oxam.org,w.cromwell@aspectcapital.com,3604.89,17709,GBX,IMB.L,Consumer Goods,3603.38,3604.89
00:50.0,rudyard.smithies@citadel.com,l.lee@moma.com,1806.57,18319,GBX,ADM.L,Financial,1804.93,1806.57
00:50.4,a.smith@fenchurchst.com,s.chapman@jlb.com,1402.6,18780,GBX,FRES.L,Basic Materials,1401.98,1402.6
00:50.4,s.withers@oxam.org,w.hastings@bridgewater.com,362.38,16371,GBX,SL.L,Financial,358.25,362.38
00:50.5,rudyard.smithies@citadel.com,larabourne@rochdaleassets.com,2223.5,17458,GBX,RDSA.L,Basic Materials,2223.5,2226.08
00:50.5,w.cromwell@aspectcapital.com,m.grein@tibratrading.com,1412.16,29634,GBX,FRES.L,Basic Materials,1408.04,1412.16
00:50.7,n.a.choudhury@oxam.org,m.corrigan@jlb.com,218.6,28121,GBX,VOD.L,Technology,214.55,218.6
00:50.7,k.c.cooper@aspectcapital.com,a.clare@sorrel.com,1377.35,34215,GBX,FRES.L,Basic Materials,1377.35,1377.35
00:50.7,tabby.dowd@janestreetcap.com,larabourne@rochdaleassets.com,210.19,35287,GBX,VOD.L,Technology,210.19,214.17
00:50.7,sam.goldwing@sorrel.com,a.afzal@rochdaleassets.com,245.54,18537,GBX,MRW.L,Consumer Goods,241.35,245.54
00:50.8,u.abduallatif@janestreetcap.com,carlee.c@invensys.com,795.88,32436,GBX,MDC.L,Healthcare,795.88,795.88
00:50.8,j.newbury@citadel.com,m.hen@aspectcapital.com,206.96,22316,GBX,TSCO.L,Consumer Goods,203.73,207.66
00:50.8,j.amstell@bridgewater.com,u.abduallatif@janestreetcap.com,3614.23,5550,GBX,IMB.L,Consumer Goods,3613.46,3614.23
00:50.9,m.harding@vinvest.com,w.cromwell@aspectcapital.com,1062.9,40102,GBX,EZJ.L,Services,1062.9,1062.9
00:51.0,j.amstell@bridgewater.com,n.ainsworth@vinvest.com,690.26,14489,GBX,III.L,Financial,690.26,693.16
00:51.1,m.atherton@scottishwidows.com,j.newbury@citadel.com,4295.08,9945,GBX,CCL.L,Consumer Goods,4291.52,4295.08
00:51.4,s.hedgewick@janestreetcap.com,n.a.choudhury@oxam.org,4605.94,4928,GBX,BATS.L,Consumer Goods,4605.94,4605.94
00:51.4,a.braxton@vinvest.com,j.amstell@bridgewater.com,1974.99,35162,GBX,PSN.L,Industrial Goods,1974.99,1974.99
00:51.5,larabourne@rochdaleassets.com,w.hastings@bridgewater.com,632.51,38623,GBX,BLND.L,Financial,632.51,632.51
00:51.6,s.benson@bridgewater.com,a.afzal@rochdaleassets.com,348.41,19705,GBX,KGF.L,Services,348.41,348.41
00:51.6,j.newbury@citadel.com,u.abduallatif@janestreetcap.com,1581.57,21820,GBX,AHT.L,Services,1581.57,1584.37
00:51.8,tabby.dowd@janestreetcap.com,thistle@janestreetcap.com,226.01,33167,GBX,BARC.L,Financial,226.01,229.1
00:52.3,thistle@janestreetcap.com,t.barton@knightcapital.com,1356.99,10106,GBX,FRES.L,Basic Materials,1356.99,1357.33
00:52.3,rudyard.smithies@citadel.com,tabby.dowd@janestreetcap.com,1044.37,56076,GBX,LAND.L,Financial,1040.16,1044.37
00:52.3,m.hen@aspectcapital.com,a.afzal@rochdaleassets.com,4638.65,46075,GBX,BATS.L,Consumer Goods,4638.65,4642.77
00:52.4,s.benson@bridgewater.com,p.greyling@fenchurchst.com,4811.28,35369,GBX,BATS.L,Consumer Goods,4808.86,4811.28
00:52.6,n.ainsworth@vinvest.com,larabourne@rochdaleassets.com,3223.39,43504,GBX,JMAT.L,Basic Materials,3223.39,3223.39
00:52.7,n.ainsworth@vinvest.com,a.smith@fenchurchst.com,994.87,35929,GBX,LAND.L,Financial,994.87,997.89
00:52.8,w.cromwell@aspectcapital.com,w.hastings@bridgewater.com,1601.82,21274,GBX,EXPN.L,Services,1598.86,1602.83
00:52.8,warford.benson@tibratrading.com,manimal@jlb.com,205.32,21565,GBX,TSCO.L,Consumer Goods,203.79,207.73
00:52.8,s.hedgewick@janestreetcap.com,l.lee@moma.com,2903.95,24841,GBX,PFG.L,Financial,2899.92,2903.95
00:52.9,sam.goldwing@sorrel.com,u.farooq@tibratrading.com,1079.45,46247,GBX,EZJ.L,Services,1079.45,1079.45
00:53.0,w.tuffnell@janestreetcap.com,a.clare@sorrel.com,872.9,29868,GBX,UU.L,Utilities,872.9,876.76
00:53.2,k.c.cooper@aspectcapital.com,m.harding@vinvest.com,261.23,24965,GBX,SBRY.L,Consumer Goods,258.85,262.78
00:53.6,w.cromwell@aspectcapital.com,carlee.c@invensys.com,3708.49,14545,GBX,IHG.L,Services,3708.49,3708.49
00:53.6,thistle@janestreetcap.com,t.barton@knightcapital.com,2882.21,21502,GBX,LSE.L,Financial,2882.21,2882.21
00:53.8,zach@invensys.com,m.corrigan@jlb.com,809.72,29660,GBX,MDC.L,Healthcare,809.72,809.72
00:53.8,m.harding@vinvest.com,k.c.cooper@aspectcapital.com,675.29,13202,GBX,INF.L,Other,675.29,675.29
00:53.9,locke@rochdaleassets.com,s.chapman@jlb.com,341.77,30048,GBX,MKS.L,Consumer Goods,341.77,345.68
00:54.0,s.benson@bridgewater.com,m.corrigan@jlb.com,642.57,18156,GBX,BLND.L,Financial,642.31,642.57
00:54.0,p.greyling@fenchurchst.com,carlee.c@invensys.com,643.11,8499,GBX,BLND.L,Financial,638.9,643.11
00:54.1,w.hastings@bridgewater.com,w.tuffnell@janestreetcap.com,171.08,21450,GBX,TW.L,Industrial Goods,171.08,175.1
00:54.1,m.hen@aspectcapital.com,rudyard.smithies@citadel.com,311.82,47097,GBX,GLEN.L,Basic Materials,311.82,315.99
00:54.2,a.smith@fenchurchst.com,j.freeman@sorrel.com,351.59,20050,GBX,SL.L,Financial,351.59,355.63
00:54.2,a.m.forex@fenchurchst.com,d.bristol@moma.com,1001.61,14167,GBX,SKY.L,Other,999.42,1001.61
00:54.5,u.abduallatif@janestreetcap.com,a.j.johnson@johnsonandfinnemore.com,1909.04,27354,GBX,WPP.L,Services,1906.94,1909.04
00:54.6,j.freeman@sorrel.com,locke@rochdaleassets.com,66.04,31328,GBX,LLOY.L,Financial,64.46,68.34
00:54.6,d.bristol@moma.com,l.lee@moma.com,2189.28,9600,GBX,SKG.L,Industrial Goods,2188.84,2189.28
00:54.7,k.c.cooper@aspectcapital.com,larabourne@rochdaleassets.com,2521.54,27790,GBX,ABF.L,Consumer Goods,2521.54,2525.31
00:54.7,u.farooq@tibratrading.com,a.braxton@vinvest.com,3404.4,6835,GBX,CRDA.L,Industrial Goods,3402.19,3404.4
00:54.7,a.clare@sorrel.com,tabby.dowd@janestreetcap.com,819.74,36101,GBX,MDC.L,Healthcare,815.76,819.74
00:54.8,a.braxton@vinvest.com,a.clare@sorrel.com,532.59,11133,GBX,CPI.L,Services,530.1,532.59
00:54.8,j.newbury@citadel.com,n.a.choudhury@oxam.org,723.95,18125,GBX,ANTO.L,Basic Materials,723.95,728.26
00:54.9,w.tuffnell@janestreetcap.com,m.corrigan@jlb.com,449.52,31608,GBX,RMG.L,Services,446.68,450.75
00:55.1,u.farooq@tibratrading.com,a.m.forex@fenchurchst.com,691.9,26799,GBX,SGE.L,Technology,687.97,691.9
00:55.3,j.amstell@bridgewater.com,n.ainsworth@vinvest.com,2259.17,19362,GBX,RDSA.L,Basic Materials,2259.17,2263.15
00:55.4,w.hastings@bridgewater.com,n.a.choudhury@oxam.org,1732.12,12638,GBX,MNDI.L,Consumer Goods,1732.12,1733.19
00:55.4,a.braxton@vinvest.com,k.c.cooper@aspectcapital.com,2575.4,20484,GBX,ABF.L,Consumer Goods,2572.24,2575.4
00:55.6,u.farooq@tibratrading.com,s.benson@bridgewater.com,1905.63,24413,GBX,WPP.L,Services,1904.12,1905.63
00:55.6,sam.goldwing@sorrel.com,s.withers@oxam.org,278.07,2629,GBX,INTU.L,Other,277.02,281.08
00:55.7,thistle@janestreetcap.com,m.harding@vinvest.com,3592.03,38083,GBX,ITRK.L,Services,3587.85,3592.03
00:55.8,a.smith@fenchurchst.com,s.hedgewick@janestreetcap.com,341.93,8008,GBX,DLG.L,Financial,341.93,344.78
00:55.9,tabby.dowd@janestreetcap.com,t.barton@knightcapital.com,1591.3,10931,GBX,PRU.L,Financial,1591.3,1595.37
00:55.9,d.bristol@moma.com,s.hedgewick@janestreetcap.com,1094.47,16559,GBX,EZJ.L,Services,1094.47,1094.47
00:55.9,warford.benson@tibratrading.com,m.hen@aspectcapital.com,241.69,19692,GBX,CTEC.L,Healthcare,239.66,243.79
00:56.4,manimal@jlb.com,j.amstell@bridgewater.com,2336.83,40447,GBX,RDSB.L,Basic Materials,2336.83,2339.49
00:56.4,l.lee@moma.com,d.bristol@moma.com,1021.42,16633,GBX,LAND.L,Financial,1020.57,1024.71
00:56.4,m.grein@tibratrading.com,a.clare@sorrel.com,221.06,26569,GBX,VOD.L,Technology,216.94,221.06
00:56.5,m.grein@tibratrading.com,j.freeman@sorrel.com,1137.88,20963,GBX,TUI.L,Other,1136.74,1137.88
00:56.5,s.hedgewick@janestreetcap.com,w.cromwell@aspectcapital.com,2179.24,11645,GBX,SKG.L,Industrial Goods,2179.24,2179.24
00:56.8,a.clare@sorrel.com,a.j.johnson@johnsonandfinnemore.com,1059.9,37821,GBX,STJ.L,Financial,1059.9,1059.9
00:57.2,sam.goldwing@sorrel.com,u.farooq@tibratrading.com,1602.78,25101,GBX,AHT.L,Services,1602.78,1602.78
00:57.4,m.harding@vinvest.com,s.benson@bridgewater.com,1531.01,22013,GBX,BRBY.L,Consumer Goods,1531.01,1531.01
00:57.4,sam.goldwing@sorrel.com,locke@rochdaleassets.com,566.05,25030,GBX,HMSO.L,Financial,562.27,566.5
00:57.5,a.afzal@rochdaleassets.com,w.tuffnell@janestreetcap.com,361.02,21884,GBX,SL.L,Financial,356.9,361.02
00:57.7,m.atherton@scottishwidows.com,n.a.choudhury@oxam.org,785.34,18905,GBX,MDC.L,Healthcare,785.34,789.2
00:57.8,w.cromwell@aspectcapital.com,manimal@jlb.com,738.72,14245,GBX,ANTO.L,Basic Materials,734.97,738.72
00:57.8,u.farooq@tibratrading.com,n.ainsworth@vinvest.com,4117.26,15700,GBX,WTB.L,Services,4115.63,4119.79
00:57.8,a.clare@sorrel.com,n.a.choudhury@oxam.org,1466.73,32435,GBX,CPG.L,Services,1463.48,1466.73
00:57.9,tabby.dowd@janestreetcap.com,a.smith@fenchurchst.com,1795.19,15444,GBX,ADM.L,Financial,1790.9,1795.19
00:57.9,carlee.c@invensys.com,s.withers@oxam.org,835.91,16666,GBX,PSON.L,Services,835.06,835.91
00:57.9,thistle@janestreetcap.com,n.ainsworth@vinvest.com,205.15,36796,GBX,ITV.L,Services,205.15,205.15
00:58.1,u.abduallatif@janestreetcap.com,sam.goldwing@sorrel.com,6861.65,39438,GBX,RRS.L,Basic Materials,6861.65,6861.65
00:58.2,n.a.choudhury@oxam.org,tabby.dowd@janestreetcap.com,2187.48,30592,GBX,BNZL.L,Services,2187.48,2187.48
00:58.3,a.smith@fenchurchst.com,tabby.dowd@janestreetcap.com,2298.85,39779,GBX,RDSA.L,Basic Materials,2294.76,2298.85
00:58.6,tabby.dowd@janestreetcap.com,larabourne@rochdaleassets.com,2189.91,13970,GBX,SVT.L,Utilities,2189.91,2193.21
00:58.6,zach@invensys.com,u.farooq@tibratrading.com,1739.32,11312,GBX,MNDI.L,Consumer Goods,1739.32,1740.65
00:58.7,sam.goldwing@sorrel.com,carlee.c@invensys.com,4169.82,51455,GBX,WTB.L,Services,4166.18,4169.82
00:58.7,s.chapman@jlb.com,w.tuffnell@janestreetcap.com,202.38,26550,GBX,ITV.L,Services,202.38,202.38
00:58.7,w.cromwell@aspectcapital.com,w.tuffnell@janestreetcap.com,344.45,11582,GBX,GKN.L,Consumer Goods,344.45,344.45
00:58.8,a.braxton@vinvest.com,p.greyling@fenchurchst.com,555.35,16365,GBX,HMSO.L,Financial,555.35,555.35
00:58.9,n.a.choudhury@oxam.org,w.hastings@bridgewater.com,565.97,24647,GBX,RSA.L,Financial,565.97,570.07
00:58.9,n.ainsworth@vinvest.com,warford.benson@tibratrading.com,1041.4,42793,GBX,STJ.L,Financial,1041.4,1044.46
00:59.0,m.atherton@scottishwidows.com,a.j.johnson@johnsonandfinnemore.com,4244.7,15541,GBX,CCL.L,Consumer Goods,4240.82,4244.7
00:59.0,j.freeman@sorrel.com,a.clare@sorrel.com,403.53,17376,GBX,BT.A.L,Technology,399.38,403.53
00:59.0,warford.benson@tibratrading.com,d.bristol@moma.com,1557.16,10786,GBX,SSE.L,Utilities,1553.16,1557.16
00:59.1,m.grein@tibratrading.com,a.clare@sorrel.com,2856.64,12757,GBX,LSE.L,Financial,2856.64,2860.37
00:59.1,a.smith@fenchurchst.com,s.hedgewick@janestreetcap.com,7004.98,22974,GBX,RRS.L,Basic Materials,7003.82,7004.98
00:59.1,m.corrigan@jlb.com,p.greyling@fenchurchst.com,349.75,23994,GBX,MKS.L,Consumer Goods,349.37,349.75
00:59.2,k.c.cooper@aspectcapital.com,m.harding@vinvest.com,693.9,24945,GBX,STAN.L,Financial,693.9,695.54
00:59.3,larabourne@rochdaleassets.com,s.benson@bridgewater.com,343.43,11044,GBX,KGF.L,Services,343.43,347.2
00:59.3,a.braxton@vinvest.com,t.barton@knightcapital.com,1146.81,14072,GBX,TUI.L,Other,1142.8,1146.81
00:59.4,rudyard.smithies@citadel.com,j.newbury@citadel.com,584.15,44559,GBX,RSA.L,Financial,579.94,584.15
00:59.5,m.atherton@scottishwidows.com,larabourne@rochdaleassets.com,1908.74,34967,GBX,WPP.L,Services,1908.74,1908.74
00:59.6,tabby.dowd@janestreetcap.com,k.c.cooper@aspectcapital.com,464.46,24361,GBX,MERL.L,Other,464.46,468.75
00:59.8,a.afzal@rochdaleassets.com,sam.goldwing@sorrel.com,3058.19,25095,GBX,SDR.L,Financial,3058.19,3058.19
00:59.8,sam.goldwing@sorrel.com,t.barton@knightcapital.com,999.34,27105,GBX,SKY.L,Other,997.97,999.34
00:59.9,m.hen@aspectcapital.com,w.hastings@bridgewater.com,3702.1,10382,GBX,IHG.L,Services,3702.1,3703.25
00:59.9,manimal@jlb.com,thistle@janestreetcap.com,2912.72,39614,GBX,LSE.L,Financial,2912.72,2912.72
01:00.0,t.barton@knightcapital.com,j.amstell@bridgewater.com,3620.6,23639,GBX,IMB.L,Consumer Goods,3617.37,3620.6
01:00.0,s.benson@bridgewater.com,u.farooq@tibratrading.com,1627.3,25662,GBX,AHT.L,Services,1627.3,1627.3
01:00.1,s.hedgewick@janestreetcap.com,n.ainsworth@vinvest.com,1618.52,22154,GBX,EXPN.L,Services,1618.52,1618.52
01:00.4,m.grein@tibratrading.com,warford.benson@tibratrading.com,1440.72,34607,GBX,CPG.L,Services,1440.72,1440.72
01:00.4,w.cromwell@aspectcapital.com,t.barton@knightcapital.com,4467.42,24168,GBX,AZN.L,Healthcare,4467.42,4467.42
01:00.7,d.bristol@moma.com,m.grein@tibratrading.com,395.03,17147,GBX,BT.A.L,Technology,391.04,395.11
01:00.9,s.benson@bridgewater.com,m.hen@aspectcapital.com,4040.45,25529,GBX,WTB.L,Services,4040.45,4044.55
01:01.1,s.chapman@jlb.com,w.hastings@bridgewater.com,220.92,24691,GBX,RBS.L,Financial,217.59,221.44
01:01.1,w.tuffnell@janestreetcap.com,thistle@janestreetcap.com,4456.88,8503,GBX,AZN.L,Healthcare,4456.88,4456.88
01:01.3,carlee.c@invensys.com,a.m.forex@fenchurchst.com,1946.53,29751,GBX,WPP.L,Services,1946.53,1946.53
01:01.4,tabby.dowd@janestreetcap.com,zach@invensys.com,563.74,31607,GBX,RSA.L,Financial,563.74,563.74
01:01.5,a.clare@sorrel.com,m.harding@vinvest.com,1633.84,33616,GBX,EXPN.L,Services,1630.14,1633.84
01:01.5,j.freeman@sorrel.com,a.braxton@vinvest.com,3384.41,37264,GBX,RIO.L,Basic Materials,3384.41,3384.41
01:01.6,carlee.c@invensys.com,u.farooq@tibratrading.com,3576.03,16797,GBX,IMB.L,Consumer Goods,3576.03,3579.94
01:01.8,w.tuffnell@janestreetcap.com,a.clare@sorrel.com,201.91,45287,GBX,ITV.L,Services,201.91,202.17
01:01.8,rudyard.smithies@citadel.com,manimal@jlb.com,343.97,12593,GBX,DLG.L,Financial,343.97,347.8
01:01.9,s.hedgewick@janestreetcap.com,larabourne@rochdaleassets.com,1570.21,30168,GBX,GSK.L,Healthcare,1570.21,1574.64
01:02.1,s.withers@oxam.org,u.farooq@tibratrading.com,3096.6,27929,GBX,SDR.L,Financial,3096.6,3096.6
01:02.2,j.newbury@citadel.com,zach@invensys.com,1798.44,42508,GBX,CCH.L,Consumer Goods,1798.44,1798.44
01:02.3,s.hedgewick@janestreetcap.com,tabby.dowd@janestreetcap.com,647.46,10143,GBX,HSBA.L,Financial,647.46,649.06
01:02.5,j.freeman@sorrel.com,m.corrigan@jlb.com,1613.36,29609,GBX,PRU.L,Financial,1613.36,1613.36
01:03.0,locke@rochdaleassets.com,k.c.cooper@aspectcapital.com,708.24,7289,GBX,III.L,Financial,708.24,712.09
01:03.1,t.barton@knightcapital.com,s.withers@oxam.org,555.57,31507,GBX,RSA.L,Financial,555.57,559.15
01:03.3,carlee.c@invensys.com,p.greyling@fenchurchst.com,1306.21,32841,GBX,HL.L,Financial,1303.9,1306.21
01:03.3,a.smith@fenchurchst.com,s.chapman@jlb.com,3714.21,17343,GBX,IHG.L,Services,3714.21,3718.29
01:03.3,a.smith@fenchurchst.com,p.greyling@fenchurchst.com,3128.32,11199,GBX,JMAT.L,Basic Materials,3128.32,3129.07
01:03.3,m.grein@tibratrading.com,m.corrigan@jlb.com,3636,19966,GBX,IMB.L,Consumer Goods,3633.01,3636
01:03.3,rudyard.smithies@citadel.com,warford.benson@tibratrading.com,2211.46,36621,GBX,SVT.L,Utilities,2211.46,2215.17
01:03.4,m.atherton@scottishwidows.com,n.ainsworth@vinvest.com,664.01,32866,GBX,RR.L,Industrial Goods,663.97,668.02
01:03.5,a.smith@fenchurchst.com,zach@invensys.com,2204.09,34735,GBX,BNZL.L,Services,2201.22,2204.09
01:03.5,tabby.dowd@janestreetcap.com,s.hedgewick@janestreetcap.com,718.58,17371,GBX,III.L,Financial,717.87,721.77
